Row,Country,Difficulty,Question,Answer,Options,Failed,Why it failed,Remedy
8481,Cabo Verde,medium,What is the approximate capacity of Cabo Verde's main World Cup qualifying stadium?,"15,000","15,000 | 10,000 | 25,000 | 45,000",,,Rectified programmatically
8482,Cabo Verde,medium,"What is the approximate capacity of Cabo Verde's primary home stadium, Estádio Nacional?","15,000","15,000 | 12,000 | 10,000 | 18,000",,,Rectified programmatically
8484,Cabo Verde,medium,What is the approximate capacity of Cabo Verde's primary stadium?,"15,000","15,000 | 10,000 | 20,000 | 25,000",,,Rectified programmatically
9751,Cameroon,medium,What is the approximate capacity of Cameroon's Stade Ahmadou Ahidjo that hosted AFCON 2021?,"40,000","40,000 | 30,000 | 50,000 | 60,000",,,Rectified programmatically
9752,Cameroon,medium,What is the approximate capacity of Cameroon's Stade Ahmadou Ahidjo?,"40,000","40,000 | 30,000 | 50,000 | 60,000",,,Rectified programmatically
9753,Cameroon,medium,"What is the approximate capacity of Cameroon's Stade Olembe, built for AFCON 2021?","60,000","60,000 | 40,000 | 50,000 | 45,000",,,Rectified programmatically
11063,Canada,medium,"What is the approximate capacity of Canada's BC Place, a 2026 World Cup venue?","54,500","54,500 | 30,000 | 72,000 | 45,000",,,Rectified programmatically
11064,Canada,medium,What is the approximate capacity of Canada's BMO Field in Toronto?,"30,000","30,000 | 45,000 | 55,000 | 25,000",,,Rectified programmatically
12730,Chile,medium,What is the approximate capacity of Chile's Estadio Nacional for World Cup qualifiers?,"Approximately 48,665","Approximately 48,665 | Approximately 52,000 | Approximately 42,500 | Approximately 55,000",,,Rectified programmatically
12731,Chile,medium,What is the approximate capacity of Chile's Estadio Nacional?,"48,665","48,665 | 52,000 | 45,000 | 55,000",,,Rectified programmatically
12732,Chile,medium,What is the approximate capacity of Chile's primary Estadio Nacional stadium?,"48,665","48,665 | 45,000 | 55,000 | 42,000",,,Rectified programmatically
14219,Colombia,medium,What is the approximate capacity of Colombia's primary World Cup qualifier stadium?,"46,788","46,788 | 42,500 | 48,200 | 45,000",,,Rectified programmatically
15803,Costa Rica,medium,What is the approximate capacity of Costa Rica's Estadio Nacional for 2022 World Cup qualifiers?,"35,175","35,175 | 42,500 | 28,000 | 31,000",,,Rectified programmatically
15804,Costa Rica,medium,"What is the approximate capacity of Costa Rica's Estadio Nacional, their primary World Cup qualifying venue?","Approximately 35,175","Approximately 35,175 | Approximately 42,000 | Approximately 28,500 | Approximately 55,000",,,Rectified programmatically
15805,Costa Rica,medium,What is the approximate capacity of Costa Rica's Estadio Nacional?,"35,175","35,175 | 32,000 | 38,000 | 40,000",,,Rectified programmatically
15806,Costa Rica,medium,What is the approximate capacity of Costa Rica's primary World Cup qualifying venue?,"35,175","35,175 | 40,000 | 30,000 | 45,000",,,Rectified programmatically
17844,Croatia,medium,"What is the approximate capacity of Croatia's primary home stadium, Stadion Maksimir?","35,123","35,123 | 32,500 | 37,800 | 40,000",,,Rectified programmatically
17846,Croatia,medium,What is the approximate capacity of Croatia's Stadion Poljud in Split?,"34,198","34,198 | 35,123 | 38,079 | 32,050",,,Rectified programmatically
17847,Croatia,medium,"What is the approximate capacity of Croatia's Stadion Poljud, a 2022 World Cup qualifying venue?","34,198","34,198 | 35,123 | 38,279 | 32,421",,,Rectified programmatically
20782,DR Congo,medium,What is the approximate capacity of DR Congo's primary FIFA World Cup qualifying venue?,"80,000","80,000 | 65,000 | 75,000 | 95,000",,,Rectified programmatically
20783,DR Congo,medium,"What is the approximate capacity of DR Congo's primary World Cup venue, Stade des Martyrs?","80,000","80,000 | 60,000 | 75,000 | 90,000",,,Rectified programmatically
21817,Ecuador,medium,What is the approximate capacity of Ecuador's Estadio Monumental in Guayaquil?,"57,267","57,267 | 45,000 | 52,000 | 60,000",,,Rectified programmatically
21818,Ecuador,medium,"What is the approximate capacity of Ecuador's largest stadium, Estadio Monumental?","57,267","57,267 | 42,000 | 48,000 | 65,000",,,Rectified programmatically
22957,Egypt,medium,What is the approximate capacity of Egypt's Cairo International Stadium?,"75,000","75,000 | 65,000 | 85,000 | 92,000",,,Rectified programmatically
25805,France,medium,What is the approximate capacity of France's Stade de France national stadium?,"81,338","81,338 | 67,394 | 75,000 | 47,929",,,Rectified programmatically
27731,Germany,medium,What is the approximate capacity of Germany's Allianz Arena?,"75,000","75,000 | 71,000 | 81,365 | 66,000",,,Rectified programmatically
29357,Ghana,medium,What is the approximate capacity of Ghana's Accra Sports Stadium?,"40,000","40,000 | 35,000 | 45,000 | 50,000",,,Rectified programmatically
29358,Ghana,medium,What is the approximate capacity of Ghana's Baba Yara Stadium in Kumasi?,"40,000","40,000 | 35,000 | 45,000 | 50,000",,,Rectified programmatically
29359,Ghana,medium,What is the approximate capacity of Ghana's Baba Yara Stadium?,"40,000","40,000 | 35,000 | 45,000 | 50,000",,,Rectified programmatically
30646,Iran,medium,"What is the approximate capacity of Iran's Azadi Stadium, a major World Cup qualifier venue?","78,116","78,116 | 84,567 | 65,000 | 72,000",,,Rectified programmatically
30648,Iran,medium,What is the approximate capacity of Iran's iconic Azadi Stadium?,"78,116","78,116 | 84,567 | 72,394 | 65,850",,,Rectified programmatically
31895,Iraq,medium,"What is the approximate capacity of Iraq's Basra International Stadium, a host venue for the 2023 Gulf Cup?","65,000","65,000 | 35,000 | 45,000 | 55,000",,,Rectified programmatically
31896,Iraq,medium,What is the approximate capacity of Iraq's Basra International Stadium?,"65,000","65,000 | 35,000 | 45,000 | 55,000",,,Rectified programmatically
31897,Iraq,medium,What is the approximate capacity of Iraq's historic Al-Shaab Stadium used for World Cup qualifiers?,"Approximately 35,000","Approximately 35,000 | Approximately 65,000 | Approximately 45,000 | Approximately 25,000",,,Rectified programmatically
31898,Iraq,medium,What is the approximate capacity of Iraq's historic Al-Shaab Stadium?,"35,000","35,000 | 45,000 | 55,000 | 65,000",,,Rectified programmatically
31899,Iraq,medium,What is the approximate capacity of Iraq's modern Basra International Stadium?,"Approximately 65,000","Approximately 65,000 | Approximately的无 35,000 | Approximately 50,000 | Approximately 80,000",,,Rectified programmatically
32961,Italy,medium,What is the approximate capacity of Italy's Allianz Stadium?,"41,507","41,507 | 70,634 | 75,923 | 60,000",,,Rectified programmatically
32962,Italy,medium,What is the approximate capacity of Italy's iconic San Siro stadium?,"75,923","75,923 | 70,634 | 41,507 | 68,000",,,Rectified programmatically
32963,Italy,medium,What is the approximate capacity of Italy's Juventus Stadium used for World Cup qualifiers?,"41,507","41,507 | 70,634 | 75,923 | 60,000",,,Rectified programmatically
32964,Italy,medium,"What is the approximate capacity of Italy's Stadio Olimpico, a Euro 2020 venue?","70,634","70,634 | 58,270 | 81,338 | 64,642",,,Rectified programmatically
34448,Jamaica,medium,"What is the approximate capacity of Jamaica's primary venue, Independence Park?","Approximately 35,000","Approximately 35,000 | Approximately 45,000 | Approximately 25,000 | Approximately 55,000",,,Rectified programmatically
35308,Japan,medium,What is the approximate capacity of Japan's National Stadium in Tokyo?,"68,000","68,000 | 63,700 | 72,327 | 80,000",,,Rectified programmatically
36679,Jordan,medium,What is the approximate capacity of Jordan's King Abdullah II Stadium for World Cup qualifiers?,"13,265","13,265 | 17,619 | 15,000 | 12,500",,,Rectified programmatically
38082,Mexico,medium,What is the approximate capacity of Mexico's Estadio Azteca for World Cup matches?,"87,523","87,523 | 78,838 | 92,453 | 81,700",,,Rectified programmatically
38083,Mexico,medium,"What is the approximate capacity of Mexico's Estadio Azteca, a 2026 World Cup venue?","87,523","87,523 | 84,567 | 78,838 | 92,453",,,Rectified programmatically
38085,Mexico,medium,What is the approximate capacity of Mexico's iconic Estadio Azteca?,"87,523","87,523 | 78,000 | 92,000 | 82,000",,,Rectified programmatically
41443,New Zealand,medium,What is the approximate capacity of New Zealand's Eden Park for a FIFA World Cup qualifier?,"Approximately 50,000","Approximately 50,000 | Approximately 35,000 | Approximately 60,000 | Approximately 45,000",,,Rectified programmatically
41444,New Zealand,medium,What is the approximate capacity of New Zealand's Eden Park stadium?,"50,000","50,000 | 40,000 | 60,000 | 35,000",,,Rectified programmatically
42353,Paraguay,medium,What is the approximate capacity of Paraguay's Estadio Defensores del Chaco?,"Approximately 42,354","Approximately 42,354 | Approximately 38,000 | Approximately 45,000 | Approximately 40,500",,,Rectified programmatically
42354,Paraguay,medium,What is the approximate capacity of Paraguay's primary World Cup qualifier venue?,"42,354","42,354 | 38,000 | 45,000 | 40,000",,,Rectified programmatically
40366,Netherlands,medium,"What is the approximate capacity of Philips Stadion, a Netherlands home venue?","35,000","35,000 | 47,500 | 55,500 | 32,000",,,Rectified programmatically
43066,Senegal,medium,"What is the approximate capacity of Senegal's new Stade Abdoulaye Wade, opened in 2022?","50,000","50,000 | 45,000 | 55,000 | 60,000",,,Rectified programmatically
43940,Switzerland,medium,"What is the approximate capacity of Switzerland's primary home venue, Stade de Suisse, for 2022 World Cup qualifiers?","31,783","31,783 | 38,512 | 42,500 | 28,600",,,Rectified programmatically
45731,USA,medium,"What is the approximate capacity of the USA's MetLife Stadium, the 2026 World Cup final venue?","82,500","82,500 | 78,000 | 75,000 | 85,000",,,Rectified programmatically
44934,Tunisia,medium,What is the approximate capacity of Tunisia's primary World Cup venue?,"60,000","60,000 | 45,000 | 55,000 | 65,000",,,Rectified programmatically
8486,Cabo Verde,medium,What is the approximate seating capacity of Cabo Verde's primary World Cup qualifying venue?,"15,000","15,000 | 20,000 | 12,000 | 18,000",,,Rectified programmatically
1434,Argentina,medium,"What is the capacity of Argentina's Estadio Único Madre de Ciudades, built in 2021?","30,000","30,000 | 54,000 | 57,000 | 84,567",,,Rectified programmatically
1435,Argentina,medium,What is the capacity of Argentina's Estadio Único Madre de Ciudades?,"30,000","30,000 | 45,000 | 55,000 | 28,000",,,Rectified programmatically
41445,New Zealand,medium,"What is the capacity of Auckland's Eden Park, used by New Zealand for FIFA World Cup qualifiers?","Approximately 50,000","Approximately 50,000 | Approximately 40,000 | Approximately 60,000 | Approximately 35,000",,,Rectified programmatically
2389,Australia,medium,"What is the capacity of Australia's primary World Cup venue, Stadium Australia?","Approximately 83,500","Approximately 83,500 | Approximately 75,000 | Approximately 90,000 | Approximately 65,000",,,Rectified programmatically
3448,Austria,medium,What is the capacity of Austria's national stadium for World Cup qualifiers?,"Approximately 50,865","Approximately 50,865 | Approximately 75,000 | Approximately 40,000 | Approximately 55,000",,,Rectified programmatically
4648,Belgium,medium,What is the capacity of Belgium's King Baudouin Stadium for World Cup qualifiers?,"Approximately 50,093","Approximately 50,093 | Approximately 40,000 | Approximately 60,000 | Approximately 75,000",,,Rectified programmatically
4649,Belgium,medium,What is the capacity of Belgium's King Baudouin Stadium?,"Approximately 50,093","Approximately 50,093 | Approximately 45,000 | Approximately 55,000 | Approximately 60,000",,,Rectified programmatically
4650,Belgium,medium,What is the capacity of Belgium's national stadium for their FIFA World Cup qualifiers?,"Approximately 50,093","Approximately 50,093 | Approximately 48,712 | Approximately 51,000 | Approximately 49,500",,,Rectified programmatically
16697,Côte d'Ivoire,medium,What is the capacity of Côte d'Ivoire's Stade Alassane Ouattara?,"Approximately 60,000","Approximately 60,000 | Approximately 45,000 | Approximately 80,000 | Approximately 35,000",,,Rectified programmatically
8488,Cabo Verde,medium,What is the capacity of Cabo Verde's Estádio Nacional?,"15,000","15,000 | 12,000 | 20,000 | 10,000",,,Rectified programmatically
8489,Cabo Verde,medium,"What is the capacity of Cabo Verde's primary stadium, Estádio Nacional in Praia?","15,000","15,000 | 12,000 | 20,000 | 18,000",,,Rectified programmatically
8490,Cabo Verde,medium,"What is the capacity of Cabo Verde's primary World Cup qualifying venue, Estádio Nacional?","Approximately 15,000","Approximately 15,000 | Approximately 10,000 | Approximately 20,000 | Approximately 25,000",,,Rectified programmatically
9754,Cameroon,medium,"What is the capacity of Cameroon's Stade Ahmadou Ahidjo, a 2021 AFCON venue?","Approximately 40,000","Approximately 40,000 | Approximately 60,000 | Approximately 50,000 | Approximately 35,000",,,Rectified programmatically
14220,Colombia,medium,What is the capacity of Colombia's main World Cup qualifier stadium?,"Approximately 46,788","Approximately 46,788 | Approximately 60,000 | Approximately 40,000 | Approximately 55,000",,,Rectified programmatically
14221,Colombia,medium,What is the capacity of Colombia's primary home venue for FIFA World Cup qualifiers?,"Approximately 46,788","Approximately 46,788 | Approximately 48,000 | Approximately 42,000 | Approximately 52,000",,,Rectified programmatically
14222,Colombia,medium,What is the capacity of Colombia's primary World Cup qualifier stadium in Barranquilla?,"Approximately 46,788","Approximately 46,788 | Approximately 42,000 | Approximately 48,500 | Approximately 45,000",,,Rectified programmatically
15807,Costa Rica,medium,"What is the capacity of Costa Rica's Estadio Nacional, a 2023 Gold Cup venue?","Approximately 35,175","Approximately 35,175 | Approximately 40,000 | Approximately 25,000 | Approximately 30,000",,,Rectified programmatically
15808,Costa Rica,medium,What is the capacity of Costa Rica's primary Estadio Nacional?,"Approximately 35,175","Approximately 35,175 | Approximately 45,000 | Approximately 28,000 | Approximately 40,000",,,Rectified programmatically
17848,Croatia,medium,What is the capacity of Croatia's Poljud Stadium in Split?,"Approximately 34,198","Approximately 34,198 | Approximately 35,123 | Approximately 38,000 | Approximately 32,000",,,Rectified programmatically
17849,Croatia,medium,"What is the capacity of Croatia's primary home stadium, Stadion Maksimir?","Approximately 35,123","Approximately 35,123 | Approximately 34,198 | Approximately 38,000 | Approximately 32,000",,,Rectified programmatically
17851,Croatia,medium,"What is the capacity of Croatia's primary home venue, Stadion Maksimir, for World Cup qualifiers?","Approximately 35,123","Approximately 35,123 | Approximately 34,198 | Approximately 38,000 | Approximately 40,000",,,Rectified programmatically
17852,Croatia,medium,"What is the capacity of Croatia's primary home venue, Stadion Maksimir?","Approximately 35,123","Approximately 35,123 | Approximately 34,198 | Approximately 38,000 | Approximately 32,000",,,Rectified programmatically
17854,Croatia,medium,"What is the capacity of Croatia's Stadion Poljud, a 2018 World Cup qualifier venue?","Approximately 34,198","Approximately 34,198 | Approximately 35,123 | Approximately 38,000 | Approximately 32,000",,,Rectified programmatically
19469,Denmark,medium,What is the capacity of Denmark's national stadium for 2026 World Cup qualifiers?,"Approximately 38,065","Approximately 38,065 | Approximately 51,000 | Approximately 67,000 | Approximately 75,000",,,Rectified programmatically
19470,Denmark,medium,What is the capacity of Denmark's national stadium Parken?,"Approximately 38,065","Approximately 38,065 | Approximately 54,000 | Approximately 75,000 | Approximately 22,000",,,Rectified programmatically
19471,Denmark,medium,"What is the capacity of Denmark's national stadium, Parken, for 2022 World Cup qualifiers?","Approximately 38,065","Approximately 38,065 | Approximately 52,000 | Approximately 45,000 | Approximately 30,000",,,Rectified programmatically
20784,DR Congo,medium,"What is the capacity of DR Congo's primary stadium, Stade des Martyrs?","Approximately 80,000","Approximately 80,000 | Approximately 50,000 | Approximately 65,000 | Approximately 75,000",,,Rectified programmatically
20785,DR Congo,medium,What is the capacity of DR Congo's primary World Cup qualifying stadium?,"Approximately 80,000","Approximately 80,000 | Approximately 60,000 | Approximately 40,000 | Approximately 50,000",,,Rectified programmatically
20786,DR Congo,medium,"What is the capacity of DR Congo's primary World Cup venue, Stade des Martyrs?","Approximately 80,000","Approximately 80,000 | Approximately 50,000 | Approximately 65,000 | Approximately 95,000",,,Rectified programmatically
21819,Ecuador,medium,What is the capacity of Ecuador's Estadio Monumental in Guayaquil?,"Approximately 57,267","Approximately 57,267 | Approximately 45,000 | Approximately 52,000 | Approximately 60,000",,,Rectified programmatically
21820,Ecuador,medium,"What is the capacity of Ecuador's Estadio Monumental stadium, used for World Cup qualifiers?","Approximately 57,267","Approximately 57,267 | Approximately 40,000 | Approximately 55,000 | Approximately 60,000",,,Rectified programmatically
21822,Ecuador,medium,"What is the capacity of Ecuador's Estadio Monumental, a 2026 World Cup qualifier venue?","Approximately 57,267","Approximately 57,267 | Approximately 45,000 | Approximately 65,000 | Approximately 40,000",,,Rectified programmatically
22958,Egypt,medium,What is the capacity of Egypt's primary stadium for World Cup qualifiers?,"Approximately 75,000","Approximately 75,000 | Approximately 60,000 | Approximately 90,000 | Approximately 85,000",,,Rectified programmatically
22959,Egypt,medium,What is the capacity of Egypt's primary World Cup qualifier stadium?,"Approximately 75,000","Approximately 75,000 | Approximately 60,000 | Approximately 80,000 | Approximately 90,000",,,Rectified programmatically
22960,Egypt,medium,"What is the capacity of Egypt's primary World Cup qualifying venue, Cairo International Stadium?","Approximately 75,000","Approximately 75,000 | Approximately 60,000 | Approximately 86,000 | Approximately 40,000",,,Rectified programmatically
24145,England,medium,What is the capacity of England's Wembley Stadium for World Cup qualifiers?,"90,000","90,000 | 75,000 | 80,000 | 85,000",,,Rectified programmatically
25806,France,medium,What is the capacity of France's national Stade de France?,"Approximately 81,338","Approximately 81,338 | Approximately 67,394 | Approximately 47,929 | Approximately 75,000",,,Rectified programmatically
25808,France,medium,What is the capacity of France's Parc des Princes stadium?,"47,929","47,929 | 67,394 | 81,338 | 52,000",,,Rectified programmatically
25809,France,medium,"What is the capacity of France's Stade Vélodrome, a Euro 2016 venue?","67,394","67,394 | 47,929 | 81,338 | 59,186",,,Rectified programmatically
27732,Germany,medium,What is the capacity of Germany's Signal Iduna Park stadium?,"Approximately 81,365","Approximately 81,365 | Approximately — 75,000 | Approximately 71,000 | Approximately 66,000",,,Rectified programmatically
30650,Iran,medium,What is the capacity of Iran's home ground Azadi Stadium in Tehran?,"Approximately 78,116","Approximately 78,116 | Approximately 85,000 | Approximately 75,000 | Approximately 65,000",,,Rectified programmatically
31900,Iraq,medium,What is the capacity of Iraq's Basra International Stadium used for 2026 World Cup qualifiers?,"Approximately 65,000","Approximately 65,000 | Approximately 50,000 | Approximately 75,000 | Approximately 60,000",,,Rectified programmatically
31902,Iraq,medium,What is the capacity of Iraq's historic Al-Shaab Stadium?,"Approximately 35,000","Approximately 35,000 | Approximately — 65,000 | Approximately 45,000 | Approximately 25,000",,,Rectified programmatically
32965,Italy,medium,What is the capacity of Italy's Allianz Stadium for 2026 World Cup qualifiers?,"Approximately 41,507","Approximately 41,507 | Approximately 70,634 | Approximately 75,923 | Approximately 60,000",,,Rectified programmatically
32966,Italy,medium,What is the capacity of Italy's iconic San Siro stadium?,"Approximately 75,923","Approximately 75,923 | Approximately 70,634 | Approximately 41,507 | Approximately 60,000",,,Rectified programmatically
32967,Italy,medium,What is the capacity of Italy's Juventus Stadium in Turin?,"41,507","41,507 | 70,634 | 75,923 | 60,000",,,Rectified programmatically
32968,Italy,medium,What is the capacity of Italy's San Siro stadium?,"75,923","75,923 | 70,634 | 41,507 | 81,000",,,Rectified programmatically
32969,Italy,medium,"What is the capacity of Italy's Stadio Olimpico, a Euro 2020 venue?","Approximately 70,634","Approximately 70,634 | Approximately 75,923 | Approximately 41,507 | Approximately 68,000",,,Rectified programmatically
34450,Jamaica,medium,What is the capacity of Jamaica's primary World Cup qualifier stadium?,"Approximately 35,000","Approximately 35,000 | Approximately 30,000 | Approximately 40,000 | Approximately 45,000",,,Rectified programmatically
34451,Jamaica,medium,"What is the capacity of Jamaica's primary World Cup qualifying venue, Independence Park?","Approximately 35,000","Approximately 35,000 | Approximately 45,000 | Approximately 25,000 | Approximately 55,000",,,Rectified programmatically
34452,Jamaica,medium,What is the capacity of Jamaica's primary World Cup qualifying venue?,"35,000","35,000 | 45,000 | 25,000 | 55,000",,,Rectified programmatically
35310,Japan,medium,"What is the capacity of Japan's primary World Cup qualifier stadium, Saitama Stadium?","Approximately 63,700","Approximately 63,700 | Approximately 72,300 | Approximately 58,000 | Approximately 68,000",,,Rectified programmatically
35312,Japan,medium,What is the capacity of Japan's rebuilt National Stadium in Tokyo?,"Approximately 68,000","Approximately 68,000 | Approximately 63,700 | Approximately 72,327 | Approximately 80,018",,,Rectified programmatically
36680,Jordan,medium,What is the capacity of Jordan's Amman International Stadium for Asian Cup qualifiers?,"Approximately 17,619","Approximately 17,619 | Approximately 13,265 | Approximately 25,000 | Approximately 45,000",,,Rectified programmatically
36681,Jordan,medium,"What is the capacity of Jordan's Amman International Stadium, used for a 2014 World Cup qualifier?","Approximately 17,619","Approximately 17,619 | Approximately 25,000 | Approximately 15,000 | Approximately 20,000",,,Rectified programmatically
36683,Jordan,medium,What is the capacity of Jordan's King Abdullah II Stadium in Amman?,"Approximately 13,265","Approximately 13,265 | Approximately 17,619 | Approximately 25,000 | Approximately 10,000",,,Rectified programmatically
36684,Jordan,medium,What is the capacity of Jordan's King Abdullah II Stadium used in 2022 World Cup qualifiers?,"13,265","13,265 | 15,000 | 10,500 | 17,619",,,Rectified programmatically
36685,Jordan,medium,What is the capacity of Jordan's King Abdullah II Stadium?,"13,265","13,265 | 15,000 | 10,500 | 17,619",,,Rectified programmatically
36686,Jordan,medium,What is the capacity of Jordan's primary stadium for 2022 World Cup qualifiers?,"Approximately 17,619","Approximately 17,619 | Approximately 13,265 | Approximately 25,000 | Approximately 15,000",,,Rectified programmatically
36687,Jordan,medium,"What is the capacity of Jordan's primary stadium, Amman International Stadium?","Approximately 17,619","Approximately 17,619 | Approximately 13,265 | Approximately 25,000 | Approximately 15,000",,,Rectified programmatically
36690,Jordan,medium,"What is the capacity of Jordan's primary World Cup qualifier stadium, Amman International Stadium?","Approximately 17,619","Approximately 17,619 | Approximately 13,265 | Approximately 25,000 | Approximately 40,000",,,Rectified programmatically
36691,Jordan,medium,What is the capacity of Jordan's primary World Cup qualifying stadium?,"Approximately 17,619","Approximately 17,619 | Approximately – 15,000 | Approximately – 20,000 | Approximately – 12,500",,,Rectified programmatically
38089,Mexico,medium,"What is the capacity of Mexico's iconic Estadio Azteca, a 2026 World Cup venue?","Approximately 87,523","Approximately 87,523 | Approximately 75,000 | Approximately 90,000 | Approximately 80,000",,,Rectified programmatically
42356,Paraguay,medium,What is the capacity of Paraguay's primary FIFA World Cup qualifier stadium?,"Approximately 42,354","Approximately 42,354 | Approximately 55,000 | Approximately 38,000 | Approximately 48,000",,,Rectified programmatically
42357,Paraguay,medium,What is the capacity of Paraguay's primary World Cup qualifier venue?,"Approximately 42,354","Approximately 42,354 | Approximately 38,000 | Approximately 48,000 | Approximately 52,000",,,Rectified programmatically
43067,Senegal,medium,What is the capacity of Senegal's national stadium for 2022 World Cup qualifiers?,"Approximately 50,000","Approximately 50,000 | Approximately 60,000 | Approximately 45,000 | Approximately 55,000",,,Rectified programmatically
43068,Senegal,medium,What is the capacity of Senegal's new national stadium opened in 2022?,"Approximately 50,000","Approximately 50,000 | Approximately 40,000 | Approximately 60,000 | Approximately 70,000",,,Rectified programmatically
43069,Senegal,medium,What is the capacity of Senegal's new Stade Abdoulaye Wade stadium?,"Approximately 50,000","Approximately 50,000 | Approximately 40,000 | Approximately 60,000 | Approximately 45,000",,,Rectified programmatically
43070,Senegal,medium,What is the capacity of Senegal's Stade Abdoulaye Wade for the 2023 AFCON?,"Approximately 50,000","Approximately 50,000 | Approximately 40,000 | Approximately 60,000 | Approximately 45,000",,,Rectified programmatically
43941,Switzerland,medium,"What is the capacity of Switzerland's primary home stadium, Stade de Suisse?","Approximately 31,783","Approximately 31,783 | Approximately 38,512 | Approximately 42,500 | Approximately 28,000",,,Rectified programmatically
43942,Switzerland,medium,What is the capacity of Switzerland's primary home venue for 2026 World Cup qualifiers?,"31,783","31,783 | 38,512 | 36,000 | 30,000",,,Rectified programmatically
43944,Switzerland,medium,What is the capacity of Switzerland's World Cup venue St. Jakob-Park?,"38,512","38,512 | 31,783 | 42,960 | 54,000",,,Rectified programmatically
40367,Netherlands,medium,What is the capacity of the Netherlands' De Kuip stadium?,"Approximately 47,500","Approximately 47,500 | Approximately III, 500 | Approximately 55,500 | Approximately 35,000",,,Rectified programmatically
40368,Netherlands,medium,What is the capacity of the Netherlands' Philips Stadion?,"Approximately 35,000","Approximately 35,000 | Approximately 55,500 | Approximately 47,500 | Approximately 40,000",,,Rectified programmatically
44935,Tunisia,medium,What is the capacity of Tunisia's primary 2022 World Cup venue?,"Approximately 60,000","Approximately 60,000 | Approximately 50,000 | Approximately 40,000 | Approximately 80,000",,,Rectified programmatically
44936,Tunisia,medium,What is the capacity of Tunisia's primary World Cup stadium?,"Approximately 60,000","Approximately 60,000 | Approximately 40,000 | Approximately 80,000 | Approximately 50,000",,,Rectified programmatically
44937,Tunisia,medium,What is the capacity of Tunisia's Stade Olympique de Radès?,"Approximately 60,000","Approximately 60,000 | Approximately 40,000 | Approximately 80,000 | Approximately 50,000",,,Rectified programmatically
24147,England,medium,"What is the exact capacity of England's home stadium, Wembley?","90,000","90,000 | 75,000 | 85,000 | 80,000",,,Rectified programmatically
30651,Iran,medium,What is the exact capacity of Iran's Azadi Stadium for World Cup qualifiers?,"78,116","78,116 | 84,567 | 65,000 | 72,000",,,Rectified programmatically
30652,Iran,medium,What is the highest FIFA ranking Iran has achieved?,20th,20th | 15th | 25th | 30th,,,Rectified programmatically
8491,Cabo Verde,easy,What is the name of Cabo Verde's top domestic football league?,Campeonato Caboverdiano de Futebol,Campeonato Caboverdiano de Futebol | Liga Caboverdiana | Primeira Liga de Cabo Verde | Super Liga Caboverdiana,,,Rectified programmatically
20787,DR Congo,easy,What is the name of DR Congo's top domestic football league?,Linafoot,Linafoot | D1 Ligue | Super League | TFF League,,,Rectified programmatically
8496,Cabo Verde,easy,What is the top domestic league in Cabo Verde football?,Campeonato Caboverdiano de Futebol,Campeonato Caboverdiano de Futebol | Liga dos Campeões | Primeira Liga de Cabo Verde | Campeonato Nacional,,,Rectified programmatically
31903,Iraq,easy,What score did Iraq lose by to South Korea in the 2015 Asian Cup semi-final?,2-0,2-0 | 1-0 | 3-1 | 2-1,,,Rectified programmatically
36692,Jordan,hard,What surpassed Jordan's 2023 Asian Cup final as their greatest achievement?,Qualifying for 2026 World,Qualifying for 2026 World Cup | Winning the 2024 WAFF Championship | Reaching the 2021 Arab Cup final | Beating Japan in 2022 qualifiers,,,Rectified programmatically
41447,New Zealand,easy,What type of players form most of New Zealand's 2022 FIFA World Cup squad?,Domestic-based players,Domestic-based players | European-based players | South American-based players | Asian-based players,,,Rectified programmatically
25812,France,easy,What was Antoine Griezmann's official role for France at the 2022 World Cup?,Vice-captain,Vice-captain | Captain | Assistant coach | Team ambassador,,,Rectified programmatically
1436,Argentina,easy,What was Argentina's 2022 World Cup-winning squad's average age?,Approximately 28 years,Approximately 28 years | Approximately我们这个26 years | Approximately 30 years | Approximately 32 years,,,Rectified programmatically
1437,Argentina,easy,What was Argentina's average squad age at the 2022 World Cup?,28 years,28 years | 25 years | 30 years | 27 years,,,Rectified programmatically
6585,Brazil,medium,What was Brazil's Arena Castelão capacity for the 2014 World Cup?,"Approximately 63,903","Approximately 63,903 | Approximately 73,139 | Approximately 49,205 | Approximately 58,170",,,Rectified programmatically
6593,Brazil,medium,What was Brazil's Maracanã Stadium capacity after its 2014 renovations?,"73,139","73,139 | 49,205 | 63,903 | 58,170",,,Rectified programmatically
6595,Brazil,medium,What was Brazil's result against Mexico in the 2018 World Cup group stage?,0-0 draw,0-0 draw | 1-0 win | 2-1 win | 1-0 loss,,,Rectified programmatically
8498,Cabo Verde,easy,What was Cabo Verde's 2026 World Cup qualifying campaign built upon?,Defensive solidity and team,Defensive solidity and team spirit | Attacking flair and pace | Individual star players | High pressing and possession,,,Rectified programmatically
8499,Cabo Verde,easy,What was Cabo Verde's greatest sporting achievement in 2026?,Qualifying for the World,Qualifying for the World Cup | Winning the AFCON tournament | Reaching the World Cup final | Beating Brazil in a friendly,,,Rectified programmatically
14234,Colombia,easy,What was Colombia's score after 90 minutes vs England in 2018?,1-1 draw,1-1 draw | 1-0 win | 2-1 loss | 0-0 draw,,,Rectified programmatically
15819,Costa Rica,easy,What was Costa Rica's result after 120 minutes vs Greece in the 2014 World Cup round of 16?,1-1 draw,1-1 draw | 2-1 win | 0-0 draw | 1-0 win,,,Rectified programmatically
