category_id,country,question,answer,options,difficulty,explanation
12,Algeria,What is the approximate capacity of Algeria's primary World Cup qualifying stadium?,"Approximately 64,000","[""Approximately 40,000"", ""Approximately 52,000"", ""Approximately 75,000""]",medium,"Stade 5 Juillet 1962 in Algiers is Algeria's primary venue with a capacity of approximately 64,000."
12,Argentina,What is the approximate capacity of Argentina's home venue La Bombonera?,"54,000","[""84,567"", ""57,000"", ""30,000""]",medium,"La Bombonera, which has hosted Argentina home matches, has a capacity of approximately 54,000."
12,Argentina,What is the approximate capacity of Argentina's La Bombonera stadium?,"Approximately 54,000","[""Approximately 78,000"", ""Approximately 42,000"", ""Approximately 66,000""]",medium,"La Bombonera, which has hosted Argentina home matches, has a capacity of approximately 54,000."
12,Australia,"What is the approximate capacity of Australia's primary World Cup venue, Stadium Australia?","83,500","[""75,000"", ""90,000"", ""78,000""]",medium,"Stadium Australia (Accor Stadium) in Sydney has a capacity of approximately 83,500."
12,Austria,"What is the approximate capacity of Austria's national stadium, the Ernst-Happel-Stadion?","Approximately 50,865","[""Approximately 45,000"", ""Approximately 55,000"", ""Approximately 60,000""]",medium,"The verified capacity of the Ernst-Happel-Stadion in Vienna is approximately 50,865."
12,Belgium,"What is the approximate capacity of Belgium's national stadium, the King Baudouin Stadium?","Approximately 50,093","[""Approximately 42,500"", ""Approximately 55,000"", ""Approximately 48,000""]",medium,"The King Baudouin Stadium in Brussels, Belgium's national stadium, has a capacity of approximately 50,093."
12,Brazil,"What is the approximate capacity of Brazil's Arena Corinthians, built for the 2014 World Cup?","49,205","[""58,170"", ""63,903"", ""73,139""]",medium,"The Arena Corinthians (Neo Química Arena) in São Paulo was built for the 2014 FIFA World Cup with a capacity of approximately 49,205."
12,Brazil,What is the approximate capacity of Brazil's Mineirão stadium?,"Approximately 58,170","[""Approximately 72,000"", ""Approximately 42,000"", ""Approximately 66,000""]",medium,"The Mineirão in Belo Horizonte has a capacity of approximately 58,170."
12,Côte d'Ivoire,"What is the approximate capacity of Côte d'Ivoire's Stade Alassane Ouattara, built for the 2023 AFCON?","60,000","[""45,000"", ""55,000"", ""65,000""]",medium,"The Stade Alassane Ouattara in Abidjan was built for the 2023 AFCON with a capacity of approximately 60,000."
12,Cabo Verde,What is the approximate capacity of Cabo Verde's main World Cup qualifying stadium?,"15,000","[""10,000"", ""25,000"", ""45,000""]",medium,"Estádio Nacional in Praia, Cabo Verde's primary venue, has a capacity of approximately 15,000."
12,Cabo Verde,"What is the approximate capacity of Cabo Verde's primary home stadium, Estádio Nacional?","15,000","[""12,000"", ""10,000"", ""18,000""]",medium,"Estádio Nacional in Praia has a capacity of approximately 15,000."
12,Cabo Verde,What is the approximate capacity of Cabo Verde's primary stadium?,"15,000","[""10,000"", ""20,000"", ""25,000""]",medium,"Estádio Nacional in Praia is Cabo Verde's primary venue with a capacity of approximately 15,000."
12,Cameroon,What is the approximate capacity of Cameroon's Stade Ahmadou Ahidjo that hosted AFCON 2021?,"40,000","[""30,000"", ""50,000"", ""60,000""]",medium,"The Stade Ahmadou Ahidjo in Yaoundé has a capacity of approximately 40,000."
12,Cameroon,What is the approximate capacity of Cameroon's Stade Ahmadou Ahidjo?,"40,000","[""30,000"", ""50,000"", ""60,000""]",medium,"The Stade Ahmadou Ahidjo in Yaoundé has a capacity of approximately 40,000."
12,Cameroon,"What is the approximate capacity of Cameroon's Stade Olembe, built for AFCON 2021?","60,000","[""40,000"", ""50,000"", ""45,000""]",medium,"Stade Olembe in Yaoundé was built for AFCON 2021 with a capacity of approximately 60,000."
12,Canada,"What is the approximate capacity of Canada's BC Place, a 2026 World Cup venue?","54,500","[""30,000"", ""72,000"", ""45,000""]",medium,"BC Place in Vancouver has a capacity of approximately 54,500 for the 2026 FIFA World Cup."
12,Canada,What is the approximate capacity of Canada's BMO Field in Toronto?,"30,000","[""45,000"", ""55,000"", ""25,000""]",medium,"BMO Field's capacity is approximately 30,000, as verified for the 2022 World Cup qualifier."
12,Chile,What is the approximate capacity of Chile's Estadio Nacional for World Cup qualifiers?,"Approximately 48,665","[""Approximately 52,000"", ""Approximately 42,500"", ""Approximately 55,000""]",medium,"Estadio Nacional in Santiago, Chile's primary home venue, has a capacity of approximately 48,665."
12,Chile,What is the approximate capacity of Chile's Estadio Nacional?,"48,665","[""52,000"", ""45,000"", ""55,000""]",medium,"The Estadio Nacional in Santiago is Chile's primary venue with a capacity of approximately 48,665."
12,Chile,What is the approximate capacity of Chile's primary Estadio Nacional stadium?,"48,665","[""45,000"", ""55,000"", ""42,000""]",medium,"The Estadio Nacional in Santiago, Chile's main venue, has a capacity of approximately 48,665."
12,Colombia,What is the approximate capacity of Colombia's primary World Cup qualifier stadium?,"46,788","[""42,500"", ""48,200"", ""45,000""]",medium,"Estadio Metropolitano Roberto Meléndez in Barranquilla has a capacity of approximately 46,788."
12,Costa Rica,What is the approximate capacity of Costa Rica's Estadio Nacional for 2022 World Cup qualifiers?,"35,175","[""42,500"", ""28,000"", ""31,000""]",medium,"Estadio Nacional in San José is Costa Rica's primary venue with a capacity of approximately 35,175."
12,Costa Rica,"What is the approximate capacity of Costa Rica's Estadio Nacional, their primary World Cup qualifying venue?","Approximately 35,175","[""Approximately 42,000"", ""Approximately 28,500"", ""Approximately 55,000""]",medium,"The verified reference data states Estadio Nacional's capacity is approximately 35,175."
12,Costa Rica,What is the approximate capacity of Costa Rica's Estadio Nacional?,"35,175","[""32,000"", ""38,000"", ""40,000""]",medium,"Estadio Nacional in San José is Costa Rica's primary venue with a capacity of approximately 35,175."
12,Costa Rica,What is the approximate capacity of Costa Rica's primary World Cup qualifying venue?,"35,175","[""40,000"", ""30,000"", ""45,000""]",medium,"Estadio Nacional in San José, Costa Rica's primary venue, has a capacity of approximately 35,175."
12,Croatia,"What is the approximate capacity of Croatia's primary home stadium, Stadion Maksimir?","35,123","[""32,500"", ""37,800"", ""40,000""]",medium,"The verified reference data states the capacity of Stadion Maksimir is approximately 35,123."
12,Croatia,What is the approximate capacity of Croatia's Stadion Poljud in Split?,"34,198","[""35,123"", ""38,079"", ""32,050""]",medium,"The verified data states the capacity of Stadion Poljud in Split is approximately 34,198."
12,Croatia,"What is the approximate capacity of Croatia's Stadion Poljud, a 2022 World Cup qualifying venue?","34,198","[""35,123"", ""38,279"", ""32,421""]",medium,"The verified reference data states the capacity of Stadion Poljud in Split is approximately 34,198."
12,DR Congo,What is the approximate capacity of DR Congo's primary FIFA World Cup qualifying venue?,"80,000","[""65,000"", ""75,000"", ""95,000""]",medium,"Stade des Martyrs in Kinshasa, DR Congo's main stadium, has a capacity of approximately 80,000."
12,DR Congo,"What is the approximate capacity of DR Congo's primary World Cup venue, Stade des Martyrs?","80,000","[""60,000"", ""75,000"", ""90,000""]",medium,"Stade des Martyrs in Kinshasa is DR Congo's primary venue with a capacity of approximately 80,000."
12,Ecuador,What is the approximate capacity of Ecuador's Estadio Monumental in Guayaquil?,"57,267","[""45,000"", ""52,000"", ""60,000""]",medium,"Estadio Monumental in Guayaquil is Ecuador's largest stadium with a capacity of approximately 57,267."
12,Ecuador,"What is the approximate capacity of Ecuador's largest stadium, Estadio Monumental?","57,267","[""42,000"", ""48,000"", ""65,000""]",medium,"Estadio Monumental in Guayaquil is Ecuador's largest stadium with a capacity of approximately 57,267."
12,Egypt,What is the approximate capacity of Egypt's Cairo International Stadium?,"75,000","[""65,000"", ""85,000"", ""92,000""]",medium,"Cairo International Stadium is Egypt's primary venue with a capacity of approximately 75,000."
12,France,What is the approximate capacity of France's Stade de France national stadium?,"81,338","[""67,394"", ""75,000"", ""47,929""]",medium,"The Stade de France in Saint-Denis has a capacity of approximately 81,338."
12,Germany,What is the approximate capacity of Germany's Allianz Arena?,"75,000","[""71,000"", ""81,365"", ""66,000""]",medium,"The Allianz Arena in Munich has a capacity of approximately 75,000."
12,Ghana,What is the approximate capacity of Ghana's Accra Sports Stadium?,"40,000","[""35,000"", ""45,000"", ""50,000""]",medium,"The verified data states Accra Sports Stadium has a capacity of approximately 40,000."
12,Ghana,What is the approximate capacity of Ghana's Baba Yara Stadium in Kumasi?,"40,000","[""35,000"", ""45,000"", ""50,000""]",medium,"Baba Yara Stadium in Kumasi is one of Ghana's key venues with a capacity of approximately 40,000."
12,Ghana,What is the approximate capacity of Ghana's Baba Yara Stadium?,"40,000","[""35,000"", ""45,000"", ""50,000""]",medium,"The Baba Yara Stadium in Kumasi has a capacity of approximately 40,000."
12,Iran,"What is the approximate capacity of Iran's Azadi Stadium, a major World Cup qualifier venue?","78,116","[""84,567"", ""65,000"", ""72,000""]",medium,"Azadi Stadium in Tehran has a capacity of approximately 78,116."
12,Iran,What is the approximate capacity of Iran's iconic Azadi Stadium?,"78,116","[""84,567"", ""72,394"", ""65,850""]",medium,"Azadi Stadium in Tehran has a capacity of approximately 78,116, making it one of Asia's largest."
12,Iraq,"What is the approximate capacity of Iraq's Basra International Stadium, a host venue for the 2023 Gulf Cup?","65,000","[""35,000"", ""45,000"", ""55,000""]",medium,"The verified data states Basra International Stadium has a capacity of approximately 65,000."
12,Iraq,What is the approximate capacity of Iraq's Basra International Stadium?,"65,000","[""35,000"", ""45,000"", ""55,000""]",medium,"The verified reference data states Basra International Stadium has a capacity of approximately 65,000."
12,Iraq,What is the approximate capacity of Iraq's historic Al-Shaab Stadium used for World Cup qualifiers?,"Approximately 35,000","[""Approximately 65,000"", ""Approximately 45,000"", ""Approximately 25,000""]",medium,"The reference data states Al-Shaab Stadium in Baghdad has a capacity of approximately 35,000."
12,Iraq,What is the approximate capacity of Iraq's historic Al-Shaab Stadium?,"35,000","[""45,000"", ""55,000"", ""65,000""]",medium,"The verified fact states the capacity of Al-Shaab Stadium is approximately 35,000."
12,Iraq,What is the approximate capacity of Iraq's modern Basra International Stadium?,"Approximately 65,000","[""Approximately\u7684\u65e0 35,000"", ""Approximately 50,000"", ""Approximately 80,000""]",medium,"Basra International Stadium, a modern venue for Iraq, has a capacity of approximately 65,000."
12,Italy,What is the approximate capacity of Italy's Allianz Stadium?,"41,507","[""70,634"", ""75,923"", ""60,000""]",medium,"The verified reference states Juventus Stadium (Allianz Stadium) has a capacity of approximately 41,507."
12,Italy,What is the approximate capacity of Italy's iconic San Siro stadium?,"75,923","[""70,634"", ""41,507"", ""68,000""]",medium,"The San Siro (Stadio Giuseppe Meazza) in Milan has a capacity of approximately 75,923."
12,Italy,What is the approximate capacity of Italy's Juventus Stadium used for World Cup qualifiers?,"41,507","[""70,634"", ""75,923"", ""60,000""]",medium,"The verified fact states Juventus Stadium (Allianz Stadium) has a capacity of approximately 41,507."
12,Italy,"What is the approximate capacity of Italy's Stadio Olimpico, a Euro 2020 venue?","70,634","[""58,270"", ""81,338"", ""64,642""]",medium,"The verified fact states the Stadio Olimpico's capacity is approximately 70,634."
12,Jamaica,"What is the approximate capacity of Jamaica's primary venue, Independence Park?","Approximately 35,000","[""Approximately 45,000"", ""Approximately 25,000"", ""Approximately 55,000""]",medium,"Independence Park in Kingston is Jamaica's primary football venue with a capacity of approximately 35,000."
12,Japan,What is the approximate capacity of Japan's National Stadium in Tokyo?,"68,000","[""63,700"", ""72,327"", ""80,000""]",medium,"The rebuilt Japan National Stadium in Tokyo has a capacity of approximately 68,000."
12,Jordan,What is the approximate capacity of Jordan's King Abdullah II Stadium for World Cup qualifiers?,"13,265","[""17,619"", ""15,000"", ""12,500""]",medium,"King Abdullah II Stadium in Amman has a capacity of approximately 13,265."
12,Mexico,What is the approximate capacity of Mexico's Estadio Azteca for World Cup matches?,"87,523","[""78,838"", ""92,453"", ""81,700""]",medium,"Estadio Azteca in Mexico City has a capacity of approximately 87,523."
12,Mexico,"What is the approximate capacity of Mexico's Estadio Azteca, a 2026 World Cup venue?","87,523","[""84,567"", ""78,838"", ""92,453""]",medium,"The verified reference data states Estadio Azteca's capacity is approximately 87,523."
12,Mexico,What is the approximate capacity of Mexico's iconic Estadio Azteca?,"87,523","[""78,000"", ""92,000"", ""82,000""]",medium,"Estadio Azteca, Mexico's home venue, has a verified capacity of approximately 87,523."
12,New Zealand,What is the approximate capacity of New Zealand's Eden Park for a FIFA World Cup qualifier?,"Approximately 50,000","[""Approximately 35,000"", ""Approximately 60,000"", ""Approximately 45,000""]",medium,"Eden Park in Auckland has a capacity of approximately 50,000 for football matches."
12,New Zealand,What is the approximate capacity of New Zealand's Eden Park stadium?,"50,000","[""40,000"", ""60,000"", ""35,000""]",medium,"Eden Park in Auckland has a capacity of approximately 50,000."
12,Paraguay,What is the approximate capacity of Paraguay's Estadio Defensores del Chaco?,"Approximately 42,354","[""Approximately 38,000"", ""Approximately 45,000"", ""Approximately 40,500""]",medium,"Estadio Defensores del Chaco in Asunción is Paraguay's primary venue with a capacity of approximately 42,354."
12,Paraguay,What is the approximate capacity of Paraguay's primary World Cup qualifier venue?,"42,354","[""38,000"", ""45,000"", ""40,000""]",medium,"The Estadio Defensores del Chaco in Asunción has a capacity of approximately 42,354."
12,Netherlands,"What is the approximate capacity of Philips Stadion, a Netherlands home venue?","35,000","[""47,500"", ""55,500"", ""32,000""]",medium,"The verified reference data states Philips Stadion has a capacity of approximately 35,000."
12,Senegal,"What is the approximate capacity of Senegal's new Stade Abdoulaye Wade, opened in 2022?","50,000","[""45,000"", ""55,000"", ""60,000""]",medium,"The Stade Abdoulaye Wade in Diamniadio, which opened in 2022, has an approximate capacity of 50,000."
12,Switzerland,"What is the approximate capacity of Switzerland's primary home venue, Stade de Suisse, for 2022 World Cup qualifiers?","31,783","[""38,512"", ""42,500"", ""28,600""]",medium,"Stade de Suisse in Bern has a capacity of approximately 31,783."
12,USA,"What is the approximate capacity of the USA's MetLife Stadium, the 2026 World Cup final venue?","82,500","[""78,000"", ""75,000"", ""85,000""]",medium,"The verified fact states MetLife Stadium's capacity is approximately 82,500 for the 2026 final."
12,Tunisia,What is the approximate capacity of Tunisia's primary World Cup venue?,"60,000","[""45,000"", ""55,000"", ""65,000""]",medium,"Stade Olympique de Radès, Tunisia's main stadium, has a capacity of approximately 60,000."
12,Cabo Verde,What is the approximate seating capacity of Cabo Verde's primary World Cup qualifying venue?,"15,000","[""20,000"", ""12,000"", ""18,000""]",medium,"Estádio Nacional in Praia, the primary venue for Cabo Verde's home matches, has a capacity of approximately 15,000."
12,Argentina,"What is the capacity of Argentina's Estadio Único Madre de Ciudades, built in 2021?","30,000","[""54,000"", ""57,000"", ""84,567""]",medium,"The Estadio Único Madre de Ciudades in Santiago del Estero was built in 2021 with a capacity of 30,000."
12,Argentina,What is the capacity of Argentina's Estadio Único Madre de Ciudades?,"30,000","[""45,000"", ""55,000"", ""28,000""]",medium,"Estadio Único Madre de Ciudades in Santiago del Estero was built in 2021 with a capacity of 30,000."
12,New Zealand,"What is the capacity of Auckland's Eden Park, used by New Zealand for FIFA World Cup qualifiers?","Approximately 50,000","[""Approximately 40,000"", ""Approximately 60,000"", ""Approximately 35,000""]",medium,"Eden Park's capacity for football matches is approximately 50,000."
12,Australia,"What is the capacity of Australia's primary World Cup venue, Stadium Australia?","Approximately 83,500","[""Approximately 75,000"", ""Approximately 90,000"", ""Approximately 65,000""]",medium,"Stadium Australia in Sydney has a capacity of approximately 83,500."
12,Austria,What is the capacity of Austria's national stadium for World Cup qualifiers?,"Approximately 50,865","[""Approximately 75,000"", ""Approximately 40,000"", ""Approximately 55,000""]",medium,"The Ernst-Happel-Stadion in Vienna, Austria's national stadium, has a capacity of approximately 50,865."
12,Belgium,What is the capacity of Belgium's King Baudouin Stadium for World Cup qualifiers?,"Approximately 50,093","[""Approximately 40,000"", ""Approximately 60,000"", ""Approximately 75,000""]",medium,"The King Baudouin Stadium in Brussels, Belgium's national stadium, has a capacity of approximately 50,093."
12,Belgium,What is the capacity of Belgium's King Baudouin Stadium?,"Approximately 50,093","[""Approximately 45,000"", ""Approximately 55,000"", ""Approximately 60,000""]",medium,"The King Baudouin Stadium in Brussels has a capacity of approximately 50,093."
12,Belgium,What is the capacity of Belgium's national stadium for their FIFA World Cup qualifiers?,"Approximately 50,093","[""Approximately 48,712"", ""Approximately 51,000"", ""Approximately 49,500""]",medium,"The King Baudouin Stadium in Brussels, where Belgium play home qualifiers, has a capacity of approximately 50,093."
12,Côte d'Ivoire,What is the capacity of Côte d'Ivoire's Stade Alassane Ouattara?,"Approximately 60,000","[""Approximately 45,000"", ""Approximately 80,000"", ""Approximately 35,000""]",medium,"The Stade Alassane Ouattara was built for the 2023 AFCON with a capacity of about 60,000."
12,Cabo Verde,What is the capacity of Cabo Verde's Estádio Nacional?,"15,000","[""12,000"", ""20,000"", ""10,000""]",medium,"Estádio Nacional in Praia is Cabo Verde's primary venue with a capacity of approximately 15,000."
12,Cabo Verde,"What is the capacity of Cabo Verde's primary stadium, Estádio Nacional in Praia?","15,000","[""12,000"", ""20,000"", ""18,000""]",medium,"Estádio Nacional in Praia is Cabo Verde's main venue with a capacity of approximately 15,000."
12,Cabo Verde,"What is the capacity of Cabo Verde's primary World Cup qualifying venue, Estádio Nacional?","Approximately 15,000","[""Approximately 10,000"", ""Approximately 20,000"", ""Approximately 25,000""]",medium,"Estádio Nacional in Praia, Cabo Verde's main stadium, has a capacity of roughly 15,000."
12,Cameroon,"What is the capacity of Cameroon's Stade Ahmadou Ahidjo, a 2021 AFCON venue?","Approximately 40,000","[""Approximately 60,000"", ""Approximately 50,000"", ""Approximately 35,000""]",medium,"The verified reference data states Stade Ahmadou Ahidjo has a capacity of approximately 40,000."
12,Colombia,What is the capacity of Colombia's main World Cup qualifier stadium?,"Approximately 46,788","[""Approximately 60,000"", ""Approximately 40,000"", ""Approximately 55,000""]",medium,"Estadio Metropolitano Roberto Meléndez in Barranquilla has a capacity of approximately 46,788."
12,Colombia,What is the capacity of Colombia's primary home venue for FIFA World Cup qualifiers?,"Approximately 46,788","[""Approximately 48,000"", ""Approximately 42,000"", ""Approximately 52,000""]",medium,"The Estadio Metropolitano Roberto Meléndez in Barranquilla has a capacity of approximately 46,788."
12,Colombia,What is the capacity of Colombia's primary World Cup qualifier stadium in Barranquilla?,"Approximately 46,788","[""Approximately 42,000"", ""Approximately 48,500"", ""Approximately 45,000""]",medium,"Estadio Metropolitano Roberto Meléndez in Barranquilla has a capacity of approximately 46,788."
12,Costa Rica,"What is the capacity of Costa Rica's Estadio Nacional, a 2023 Gold Cup venue?","Approximately 35,175","[""Approximately 40,000"", ""Approximately 25,000"", ""Approximately 30,000""]",medium,"The Estadio Nacional in San José, Costa Rica's primary stadium, has a capacity of approximately 35,175."
12,Costa Rica,What is the capacity of Costa Rica's primary Estadio Nacional?,"Approximately 35,175","[""Approximately 45,000"", ""Approximately 28,000"", ""Approximately 40,000""]",medium,"The Estadio Nacional in San José, Costa Rica's main stadium, has a capacity of about 35,175."
12,Croatia,What is the capacity of Croatia's Poljud Stadium in Split?,"Approximately 34,198","[""Approximately 35,123"", ""Approximately 38,000"", ""Approximately 32,000""]",medium,"Stadion Poljud in Split, a venue for Croatian home matches, has a capacity of approximately 34,198."
12,Croatia,"What is the capacity of Croatia's primary home stadium, Stadion Maksimir?","Approximately 35,123","[""Approximately 34,198"", ""Approximately 38,000"", ""Approximately 32,000""]",medium,"The verified reference data states the capacity of Stadion Maksimir is approximately 35,123."
12,Croatia,"What is the capacity of Croatia's primary home venue, Stadion Maksimir, for World Cup qualifiers?","Approximately 35,123","[""Approximately 34,198"", ""Approximately 38,000"", ""Approximately 40,000""]",medium,"Stadion Maksimir in Zagreb, Croatia's primary home venue, has a capacity of approximately 35,123."
12,Croatia,"What is the capacity of Croatia's primary home venue, Stadion Maksimir?","Approximately 35,123","[""Approximately 34,198"", ""Approximately 38,000"", ""Approximately 32,000""]",medium,"Stadion Maksimir in Zagreb, Croatia's primary home venue, has a capacity of approximately 35,123."
12,Croatia,"What is the capacity of Croatia's Stadion Poljud, a 2018 World Cup qualifier venue?","Approximately 34,198","[""Approximately 35,123"", ""Approximately 38,000"", ""Approximately 32,000""]",medium,"Stadion Poljud in Split, where Croatia have played home matches, has a capacity of approximately 34,198."
12,Denmark,What is the capacity of Denmark's national stadium for 2026 World Cup qualifiers?,"Approximately 38,065","[""Approximately 51,000"", ""Approximately 67,000"", ""Approximately 75,000""]",medium,"Parken Stadium in Copenhagen, where Denmark plays its home qualifiers, has a capacity of approximately 38,065."
12,Denmark,What is the capacity of Denmark's national stadium Parken?,"Approximately 38,065","[""Approximately 54,000"", ""Approximately 75,000"", ""Approximately 22,000""]",medium,"Parken Stadium in Copenhagen, Denmark's national stadium, has a capacity of approximately 38,065."
12,Denmark,"What is the capacity of Denmark's national stadium, Parken, for 2022 World Cup qualifiers?","Approximately 38,065","[""Approximately 52,000"", ""Approximately 45,000"", ""Approximately 30,000""]",medium,"Parken Stadium in Copenhagen has a verified capacity of approximately 38,065."
12,DR Congo,"What is the capacity of DR Congo's primary stadium, Stade des Martyrs?","Approximately 80,000","[""Approximately 50,000"", ""Approximately 65,000"", ""Approximately 75,000""]",medium,"Stade des Martyrs in Kinshasa is DR Congo's primary venue with a capacity of approximately 80,000."
12,DR Congo,What is the capacity of DR Congo's primary World Cup qualifying stadium?,"Approximately 80,000","[""Approximately 60,000"", ""Approximately 40,000"", ""Approximately 50,000""]",medium,"The Stade des Martyrs in Kinshasa, DR Congo's primary venue, has a capacity of approximately 80,000."
12,DR Congo,"What is the capacity of DR Congo's primary World Cup venue, Stade des Martyrs?","Approximately 80,000","[""Approximately 50,000"", ""Approximately 65,000"", ""Approximately 95,000""]",medium,"Stade des Martyrs in Kinshasa is the primary venue for DR Congo, with a capacity of approximately 80,000."
12,Ecuador,What is the capacity of Ecuador's Estadio Monumental in Guayaquil?,"Approximately 57,267","[""Approximately 45,000"", ""Approximately 52,000"", ""Approximately 60,000""]",medium,"Estadio Monumental in Guayaquil is Ecuador's largest stadium with a capacity of approximately 57,267."
12,Ecuador,"What is the capacity of Ecuador's Estadio Monumental stadium, used for World Cup qualifiers?","Approximately 57,267","[""Approximately 40,000"", ""Approximately 55,000"", ""Approximately 60,000""]",medium,"Estadio Monumental in Guayaquil is Ecuador's largest stadium with a capacity of approximately 57,267."
12,Ecuador,"What is the capacity of Ecuador's Estadio Monumental, a 2026 World Cup qualifier venue?","Approximately 57,267","[""Approximately 45,000"", ""Approximately 65,000"", ""Approximately 40,000""]",medium,"The Estadio Monumental in Guayaquil is Ecuador's largest stadium with a capacity of approximately 57,267."
12,Egypt,What is the capacity of Egypt's primary stadium for World Cup qualifiers?,"Approximately 75,000","[""Approximately 60,000"", ""Approximately 90,000"", ""Approximately 85,000""]",medium,"Cairo International Stadium is Egypt's primary venue with a capacity of approximately 75,000."
12,Egypt,What is the capacity of Egypt's primary World Cup qualifier stadium?,"Approximately 75,000","[""Approximately 60,000"", ""Approximately 80,000"", ""Approximately 90,000""]",medium,"Cairo International Stadium, Egypt's primary venue, has a capacity of approximately 75,000."
12,Egypt,"What is the capacity of Egypt's primary World Cup qualifying venue, Cairo International Stadium?","Approximately 75,000","[""Approximately 60,000"", ""Approximately 86,000"", ""Approximately 40,000""]",medium,"Cairo International Stadium, Egypt's primary venue, has a capacity of approximately 75,000."
12,England,What is the capacity of England's Wembley Stadium for World Cup qualifiers?,"90,000","[""75,000"", ""80,000"", ""85,000""]",medium,"Wembley Stadium, England's home ground for qualifiers, has a capacity of 90,000."
12,France,What is the capacity of France's national Stade de France?,"Approximately 81,338","[""Approximately 67,394"", ""Approximately 47,929"", ""Approximately 75,000""]",medium,"The Stade de France in Saint-Denis has a capacity of approximately 81,338."
12,France,What is the capacity of France's Parc des Princes stadium?,"47,929","[""67,394"", ""81,338"", ""52,000""]",medium,"The verified reference data states the capacity of Parc des Princes is 47,929."
12,France,"What is the capacity of France's Stade Vélodrome, a Euro 2016 venue?","67,394","[""47,929"", ""81,338"", ""59,186""]",medium,"The verified data states the Stade Vélodrome in Marseille has a capacity of 67,394."
12,Germany,What is the capacity of Germany's Signal Iduna Park stadium?,"Approximately 81,365","[""Approximately \u2014 75,000"", ""Approximately 71,000"", ""Approximately 66,000""]",medium,"Signal Iduna Park in Dortmund has a capacity of approximately 81,365."
12,Iran,What is the capacity of Iran's home ground Azadi Stadium in Tehran?,"Approximately 78,116","[""Approximately 85,000"", ""Approximately 75,000"", ""Approximately 65,000""]",medium,"Azadi Stadium, Iran's national team home ground, has a verified capacity of approximately 78,116."
12,Iraq,What is the capacity of Iraq's Basra International Stadium used for 2026 World Cup qualifiers?,"Approximately 65,000","[""Approximately 50,000"", ""Approximately 75,000"", ""Approximately 60,000""]",medium,"The verified reference data states Basra International Stadium has a capacity of approximately 65,000."
12,Iraq,What is the capacity of Iraq's historic Al-Shaab Stadium?,"Approximately 35,000","[""Approximately \u2014 65,000"", ""Approximately 45,000"", ""Approximately 25,000""]",medium,"Al-Shaab Stadium in Baghdad is a historic venue with a capacity of approximately 35,000."
12,Italy,What is the capacity of Italy's Allianz Stadium for 2026 World Cup qualifiers?,"Approximately 41,507","[""Approximately 70,634"", ""Approximately 75,923"", ""Approximately 60,000""]",medium,"The verified fact states Juventus Stadium (Allianz Stadium) in Turin has a capacity of approximately 41,507."
12,Italy,What is the capacity of Italy's iconic San Siro stadium?,"Approximately 75,923","[""Approximately 70,634"", ""Approximately 41,507"", ""Approximately 60,000""]",medium,"The verified fact states San Siro's capacity is approximately 75,923."
12,Italy,What is the capacity of Italy's Juventus Stadium in Turin?,"41,507","[""70,634"", ""75,923"", ""60,000""]",medium,"The verified reference data states the capacity is approximately 41,507."
12,Italy,What is the capacity of Italy's San Siro stadium?,"75,923","[""70,634"", ""41,507"", ""81,000""]",medium,"The verified reference data states San Siro's capacity is approximately 75,923."
12,Italy,"What is the capacity of Italy's Stadio Olimpico, a Euro 2020 venue?","Approximately 70,634","[""Approximately 75,923"", ""Approximately 41,507"", ""Approximately 68,000""]",medium,"The verified reference data states the capacity of Stadio Olimpico is approximately 70,634."
12,Jamaica,What is the capacity of Jamaica's primary World Cup qualifier stadium?,"Approximately 35,000","[""Approximately 30,000"", ""Approximately 40,000"", ""Approximately 45,000""]",medium,"Jamaica's primary stadium, Independence Park, has a capacity of approximately 35,000."
12,Jamaica,"What is the capacity of Jamaica's primary World Cup qualifying venue, Independence Park?","Approximately 35,000","[""Approximately 45,000"", ""Approximately 25,000"", ""Approximately 55,000""]",medium,"Independence Park in Kingston, Jamaica's primary venue, has a capacity of approximately 35,000."
12,Jamaica,What is the capacity of Jamaica's primary World Cup qualifying venue?,"35,000","[""45,000"", ""25,000"", ""55,000""]",medium,"Independence Park in Kingston, Jamaica's primary venue, has a capacity of approximately 35,000."
12,Japan,"What is the capacity of Japan's primary World Cup qualifier stadium, Saitama Stadium?","Approximately 63,700","[""Approximately 72,300"", ""Approximately 58,000"", ""Approximately 68,000""]",medium,"Saitama Stadium, Japan's primary venue for World Cup qualifiers, has a capacity of approximately 63,700."
12,Japan,What is the capacity of Japan's rebuilt National Stadium in Tokyo?,"Approximately 68,000","[""Approximately 63,700"", ""Approximately 72,327"", ""Approximately 80,018""]",medium,"The rebuilt Japan National Stadium has a capacity of approximately 68,000."
12,Jordan,What is the capacity of Jordan's Amman International Stadium for Asian Cup qualifiers?,"Approximately 17,619","[""Approximately 13,265"", ""Approximately 25,000"", ""Approximately 45,000""]",medium,"Amman International Stadium, Jordan's primary venue, has a capacity of approximately 17,619."
12,Jordan,"What is the capacity of Jordan's Amman International Stadium, used for a 2014 World Cup qualifier?","Approximately 17,619","[""Approximately 25,000"", ""Approximately 15,000"", ""Approximately 20,000""]",medium,"The verified reference data states Amman International Stadium's capacity is approximately 17,619."
