cluster,country,question,answer
415,Bosnia and Herzegovina,Which nation eliminated Bosnia and Herzegovina in the Euro 2024 playoff semi-final?,Ukraine
416,Bosnia and Herzegovina,Who was appointed in 2024 to lead Bosnia and Herzegovina's long-term squad rebuild?,Sergej Barbarez
416,Bosnia and Herzegovina,Who was appointed in 2024 to rebuild Bosnia and Herzegovina's squad?,Sergej Barbarez
417,Bosnia and Herzegovina,"In their 2014 World Cup group stage, Bosnia and Herzegovina beat which nation 3-1?",Iran
417,Bosnia and Herzegovina,"In their 2014 World Cup group stage, Bosnia and Herzegovina beat which opponent 3-1 in Salvador?",Iran
418,Bosnia and Herzegovina,How many matches did Bosnia and Herzegovina lose in Euro 2024 qualifying?,Seven matches
418,Bosnia and Herzegovina,How many matches did Bosnia and Herzegovina lose in the Euro 2024 qualifying group stage?,Seven matches
419,Bosnia and Herzegovina,Which Bosnia and Herzegovina manager was appointed for the Euro 2024 play-offs?,Savo MiloÅ¡eviÄ‡
419,Bosnia and Herzegovina,Which Bosnia manager was appointed for the Euro 2024 play-offs?,Savo MiloÅ¡eviÄ‡
420,Bosnia and Herzegovina,Which Bosnia and Herzegovina player was in the Serie A Team of the Year in 2016?,Miralem PjaniÄ‡
420,Bosnia and Herzegovina,Which Bosnia and Herzegovina star made the Serie A Team of the Year in 2016?,Miralem PjaniÄ‡
420,Bosnia and Herzegovina,Which Bosnia and Herzegovina star was named in the Serie A Team of the Year in 2016?,Miralem PjaniÄ‡
421,Bosnia and Herzegovina,"In their historic 2014 World Cup debut, which nation did Bosnia and Herzegovina face first?",Argentina
421,Bosnia and Herzegovina,Which nation did Bosnia and Herzegovina face in their historic 2014 World Cup opener?,Argentina
421,Bosnia and Herzegovina,Which nation did Bosnia and Herzegovina face in their historic opening 2014 World Cup match?,Argentina
422,Bosnia and Herzegovina,Which Bosnia and Herzegovina player was in their 2014 World Cup squad?,Miralem PjaniÄ‡
422,Bosnia and Herzegovina,Which Bosnia and Herzegovina star played in their 2014 World Cup squad?,Miralem PjaniÄ‡
422,Bosnia and Herzegovina,Which Bosnia and Herzegovina star was in their 2014 World Cup squad?,Miralem PjaniÄ‡
422,Bosnia and Herzegovina,Which Bosnia player was in their 2014 World Cup squad?,Miralem PjaniÄ‡
423,Bosnia and Herzegovina,Which Bosnia and Herzegovina player had a goal wrongly disallowed for offside in their 1-0 loss to Nigeria at the 2014 World Cup?,Edin DÅ¾eko
423,Bosnia and Herzegovina,Which Bosnia and Herzegovina player had a goal wrongly disallowed in their 1-0 group stage loss to Nigeria at the 2014 World Cup?,Edin DÅ¾eko
424,Bosnia and Herzegovina,When did Bosnia and Herzegovina lose their Euro 2024 play-off semi-final?,2024
424,Bosnia and Herzegovina,When did Bosnia and Herzegovina lose their Euro 2024 qualifying playoff semi-final?,2024
425,Bosnia and Herzegovina,Which Bosnia and Herzegovina defender provides veteran leadership to their youthful backline?,Sead KolaÅ¡inac
425,Bosnia and Herzegovina,Which Bosnia and Herzegovina defender provides veteran stability to their youthful backline?,Sead KolaÅ¡inac
426,Bosnia and Herzegovina,Which Bosnian goalkeeper played for Stoke City at the 2014 World Cup?,Asmir BegoviÄ‡
426,Bosnia and Herzegovina,Which Bosnian star played for Stoke City at the 2014 World Cup?,Asmir BegoviÄ‡
427,Brazil,Which Brazil player broke Pelé's national scoring record in September 2023?,Neymar
427,Brazil,Which Brazilian player broke Pelé's national scoring record in September 2023?,Neymar
428,Brazil,In which year did Brazil win Olympic gold in men's football?,2016
428,Brazil,In which year did Brazil win their first men's Olympic football gold?,2016
428,Brazil,In which year did Brazil win their first Olympic football gold?,2016
429,Brazil,In which World Cup did Brazil lose to Croatia on penalties in the quarter-final?,2022 World Cup
429,Brazil,In which World Cup did Brazil lose to Croatia on penalties?,2022 World Cup
430,Brazil,Which Brazilian player anchored the midfield at both the 2018 Russia and 2022 Qatar World Cups?,Casemiro
430,Brazil,Which Brazilian player anchored the midfield at the 2018 and 2022 World Cups?,Casemiro
430,Brazil,Which player anchored Brazil's midfield at the 2018 and 2022 World Cups?,Casemiro
431,Brazil,Which nation did Brazil defeat in the 2019 Copa América final?,Peru
431,Brazil,Which team did Brazil beat in the 2019 Copa América final?,Peru
431,Brazil,Which team did Brazil defeat in the 2019 Copa América final?,Peru
432,Brazil,Brazil were eliminated in the quarter-finals in how many World Cups from 2010 to 2022?,Three
432,Brazil,"From 2010 to 2022, Brazil were eliminated in how many World Cup quarter-finals?",Three
433,Brazil,Which Brazilian player was named Best Player at the 2019 Copa América?,Dani Alves
433,Brazil,Which Brazilian player was the 2019 Copa América Best Player?,Dani Alves
434,Brazil,"Before his 2014 injury, how many goals did Brazil's Neymar score at that World Cup?",Four goals
434,Brazil,How many goals did Brazil's Neymar score at the 2014 World Cup before his quarter-final injury?,Four goals
435,Brazil,Which Brazilian player broke Pelé's all-time goals record in September 2023?,Neymar
435,Brazil,Which Brazilian player broke Pelé's goals record in September 2023?,Neymar
435,Brazil,Which Brazilian player broke Pelé's goalscoring record in September 2023?,Neymar
435,Brazil,Which Brazilian player surpassed Pelé's 77-goal record in September 2023?,Neymar
435,Brazil,Which Brazilian player surpassed Pelé's goals record in September 2023?,Neymar
435,Brazil,Which Brazilian player surpassed Pelé's scoring record in September 2023?,Neymar
436,Brazil,Which Argentina player scored the winner against Brazil in the 2021 Copa América final?,Ángel Di María
436,Brazil,Which Argentina player scored the winning goal against Brazil in the 2021 Copa América final?,Ángel Di María
437,Brazil,Which nation eliminated Brazil in the 2022 World Cup quarter-finals?,Croatia
437,Brazil,Which team eliminated Brazil in the 2022 World Cup quarter-finals?,Croatia
438,Brazil,Which Brazilian player scored a 90th-minute consolation goal in the 2014 World Cup semi-final?,Oscar
438,Brazil,Which Brazilian scored a 90th-minute consolation goal versus Germany in the 2014 World Cup semi-final?,Oscar
438,Brazil,Which Brazilian scored a late consolation goal in the 2014 World Cup semi-final?,Oscar
439,Brazil,What is Brazil's Maracanã Stadium's capacity after its 2014 renovations?,"73,139"
439,Brazil,What is Brazil's Maracanã Stadium's capacity after its 2014 World Cup renovations?,"73,139"
440,Brazil,Which Brazil player hit the post on the decisive 2022 World Cup quarter-final penalty?,Marquinhos
440,Brazil,Which Brazil player hit the post on the decisive penalty in the 2022 World Cup?,Marquinhos
441,Brazil,In which year did Brazil drop to 22nd in the FIFA rankings?,2012
441,Brazil,In which year did Brazil fall to 22nd in the FIFA rankings?,2012
442,Brazil,Which Brazilian midfielder anchored the midfield at both the 2018 and 2022 FIFA World Cups?,Casemiro
442,Brazil,Which Brazilian midfielder anchored the team's midfield at the 2018 and 2022 World Cups?,Casemiro
442,Brazil,Which Brazilian midfielder played at both the 2018 and 2022 FIFA World Cups?,Casemiro
443,Brazil,"At the 2022 FIFA World Cup, what was Brazil's FIFA ranking?",1st
443,Brazil,What was Brazil's FIFA ranking entering the 2022 World Cup?,1st
444,Brazil,Which two key Brazil players missed the 2014 World Cup semi-final?,Neymar and Thiago Silva
444,Brazil,Which two key Brazilian players missed the 2014 World Cup semi-final?,Neymar and Thiago Silva
445,Brazil,Which nation eliminated Brazil in the 2018 World Cup quarter-finals?,Belgium
445,Brazil,Which team eliminated Brazil in the 2018 World Cup quarter-finals?,Belgium
446,Brazil,Which Brazil manager topped the group at both the 2018 and 2022 FIFA World Cups?,Tite
446,Brazil,Which Brazilian manager topped their group at both the 2018 and 2022 FIFA World Cups?,Tite
447,Brazil,Which nation beat Brazil in the 2021 Copa América final?,Argentina
447,Brazil,Which team beat Brazil in the 2021 Copa América final at the Maracanã?,Argentina
447,Brazil,Which team beat Brazil in the 2021 Copa América final?,Argentina
447,Brazil,Which team defeated Brazil in the 2021 Copa América final?,Argentina
448,Brazil,Which Brazilian defender holds the record for most career titles?,Dani Alves
448,Brazil,Which Brazilian footballer holds the record for most career titles?,Dani Alves
448,Brazil,Which Brazilian player holds the record for most career titles?,Dani Alves
449,Brazil,Which Brazilian captain was 38 at the 2022 World Cup?,Thiago Silva
449,Brazil,Which Brazilian player was 38 at the 2022 World Cup knockout stage?,Thiago Silva
449,Brazil,Which Brazilian player was 38 at the 2022 World Cup?,Thiago Silva
450,Brazil,Which manager led Brazil's unbeaten 2018 World Cup qualifying campaign?,Tite
450,Brazil,Which manager led Brazil's undefeated 2018 World Cup qualifying campaign?,Tite
451,Brazil,Which Brazilian club's 2019 Copa Libertadores win began a resurgence?,Flamengo
451,Brazil,Which Brazilian club's 2019 Copa Libertadores win sparked a resurgence in dominance?,Flamengo
451,Brazil,Which Brazilian club's 2019 Copa Libertadores win sparked a resurgence?,Flamengo
452,Brazil,Which Brazilian player scored twice in the 2013 Confederations Cup final?,Fred
452,Brazil,Which Brazilian striker scored twice in the 2013 Confederations Cup final?,Fred
453,Brazil,Which Brazilian manager used a 4-3-3 system built around Neymar at the 2018 World Cup?,Tite
453,Brazil,Which Brazilian manager used a 4-3-3 system for Neymar at the 2018 World Cup?,Tite
454,Brazil,Which two Brazilian defenders scored in the 2014 World Cup quarter-final win over Colombia?,"Thiago Silva, David Luiz"
454,Brazil,Which two Brazilians scored in the 2014 World Cup quarter-final win over Colombia?,"Thiago Silva, David Luiz"
455,Brazil,Which Brazilian player holds the men's all-time national team goals record?,Neymar
455,Brazil,Which Brazilian player holds the men's national team goals record?,Neymar
456,Brazil,Which Brazilian player scored a solo extra-time goal at the 2022 World Cup?,Neymar
456,Brazil,Which Brazilian player scored a solo extra-time goal in the 2022 World Cup quarter-final?,Neymar
456,Brazil,Which Brazilian player scored a solo goal against Croatia in the 2022 World Cup quarter-final?,Neymar
457,Brazil,"At the 2014 World Cup, which team scored five goals in 29 minutes against Brazil?",Germany
457,Brazil,Which nation scored five goals in the first 29 minutes against Brazil at the 2014 World Cup?,Germany
457,Brazil,Which nation scored five goals in the first 29 minutes of the 2014 World Cup semi-final against Brazil?,Germany
458,Brazil,Which Brazilian league runs from February to December?,Brazilian Serie A
458,Brazil,Which Brazilian league season runs from February to December annually?,Brazilian Serie A
459,Brazil,Which Brazilian club's 2019 and 2022 Copa Libertadores wins were led by Jorge Jesus and Dorival Júnior?,Flamengo
459,Brazil,Which Brazilian club's 2019 and 2022 Copa Libertadores wins were under Jorge Jesus and Dorival Júnior?,Flamengo
459,Brazil,Which Brazilian club's Copa Libertadores wins came under Jorge Jesus in 2019 and Dorival Júnior in 2022?,Flamengo
460,Brazil,Which Brazilian player's three goals earned him the 2019 Copa América top scorer award?,Everton (Cebolinha)
460,Brazil,Which Brazilian player's three goals made him the 2019 Copa América top scorer?,Everton (Cebolinha)
461,Brazil,Which Brazil defender hit the post on the decisive 2022 World Cup penalty?,Marquinhos
461,Brazil,Which Brazilian defender hit the post on the decisive 2022 World Cup penalty?,Marquinhos
462,Brazil,Which manager led Brazil's early 2018 World Cup qualifying campaign?,Dunga
462,Brazil,Which manager led Brazil's early 2018 World Cup qualifying struggles?,Dunga
463,Brazil,Which Brazil manager oversaw the 2018 World Cup qualification campaign?,Tite
463,Brazil,Which Brazil manager oversaw their 2018 World Cup qualification campaign?,Tite
463,Brazil,Which Brazil manager transformed their 2018 World Cup qualification campaign?,Tite
463,Brazil,Which Brazil manager transformed their 2018 World Cup qualification form?,Tite
464,Brazil,"Before his 2013 Barcelona move, which Brazilian club developed Neymar?",Santos
464,Brazil,Which Brazilian club developed Neymar before his 2013 Barcelona transfer?,Santos
464,Brazil,Which Brazilian club produced Neymar before his 2013 Barcelona move?,Santos
464,Brazil,Which Brazilian Serie A club developed Neymar before his 2013 Barcelona move?,Santos
464,Brazil,Which Brazilian Serie A club produced Neymar before his 2013 Barcelona move?,Santos
465,Brazil,Which Brazilian player scored two goals at the 2018 FIFA World Cup?,Philippe Coutinho
465,Brazil,Which Brazilian playmaker scored two goals at the 2018 FIFA World Cup?,Philippe Coutinho
466,Brazil,Which Brazilian midfielder scored against South Korea in the 2022 World Cup round of 16?,Lucas Paquetá
466,Brazil,Which Brazilian midfielder scored in the 2022 World Cup round of 16?,Lucas Paquetá
466,Brazil,Which Brazilian player scored in the 2022 World Cup round of 16?,Lucas Paquetá
467,Brazil,Which Brazil player scored in the 90th minute of the 7-1 loss to Germany at the 2014 World Cup?,Oscar
467,Brazil,Which Brazilian player scored in the 90th minute of the 2014 World Cup 7-1 loss to Germany?,Oscar
467,Brazil,Which Brazilian player scored in the 90th minute of the 2014 World Cup 7-1 semi-final loss?,Oscar
468,Brazil,Which Brazilian player won the Best Player award at the 2019 Copa América?,Dani Alves
468,Brazil,Which Brazilian right-back won the 2019 Copa América Best Player award?,Dani Alves
469,Brazil,Which Brazilian player holds the record for most career titles with 44?,Dani Alves
469,Brazil,"Which Brazilian player holds the record for most titles won, with 44?",Dani Alves
470,Brazil,Which Brazilian player scored 2 goals at the 2018 World Cup?,Philippe Coutinho
470,Brazil,Which Brazilian playmaker scored 2 goals at the 2018 World Cup?,Philippe Coutinho
471,Brazil,When did Brazil's Neymar get injured at the 2014 World Cup?,The quarter-final
471,Brazil,When did Brazil's Neymar get injured in the 2014 World Cup?,The quarter-final
472,Brazil,Which Brazilian club sold Neymar for €88 million in 2013?,Santos
472,Brazil,Which Brazilian club sold Neymar for €88 million to Barcelona in 2013?,Santos
473,Brazil,Which Brazil manager reached the quarter-finals at both the 2018 and 2022 FIFA World Cups?,Tite
473,Brazil,Which Brazilian manager reached the quarter-finals at both the 2018 and 2022 World Cups?,Tite
474,Brazil,Which Brazilian club exported Neymar to Barcelona in 2013?,Santos
474,Brazil,Which Brazilian club sold Neymar to Barcelona in 2013?,Santos
474,Brazil,Which Brazilian Serie A club sold Neymar to Barcelona in 2013?,Santos
475,Brazil,Which Brazil player was called up for the 2022 World Cup at age 39?,Dani Alves
475,Brazil,Which Brazil player was selected for the 2022 World Cup at age 39?,Dani Alves
476,Brazil,Which Brazilian defender was 39 when called up for the 2022 World Cup?,Dani Alves
476,Brazil,Which Brazilian defender was called up for the 2022 World Cup at age 39?,Dani Alves
477,Brazil,How many goals did Brazil's Neymar score at the 2014 World Cup before his injury?,4 goals
477,Brazil,How many World Cup goals did Brazil's Neymar score in 2014 before his injury?,4 goals
478,Brazil,Which Brazil player won the Golden Ball at the 2013 Confederations Cup?,Neymar
478,Brazil,Which Brazilian player won the Golden Ball at the 2013 Confederations Cup?,Neymar
479,Brazil,Which Brazil player hit the post with the decisive penalty in 2022?,Marquinhos
479,Brazil,Which Brazil player hit the post with the decisive penalty vs Croatia in 2022?,Marquinhos
480,Brazil,When did Brazil's Alisson win Copa América Best Goalkeeper?,2019
480,Brazil,When did Brazil's Alisson win the Copa América Best Goalkeeper award?,2019
480,Brazil,When did Brazilian goalkeeper Alisson win the Copa América Best Goalkeeper award?,2019
481,Brazil,Why did Brazil build São Paulo's Arena Corinthians for the 2014 World Cup?,To host tournament matches
481,Brazil,Why did Brazil build São Paulo's Neo Química Arena for the 2014 World Cup?,To host tournament matches
482,Brazil,Which Brazilian player scored 8 goals in 2022 World Cup qualifying?,Neymar
482,Brazil,Which Brazilian player scored 8 goals in their 2022 World Cup qualifying campaign?,Neymar
483,Brazil,Which Brazil manager was replaced ahead of the 2014 World Cup cycle?,Mano Menezes
483,Brazil,Which Brazilian manager was replaced ahead of the 2014 World Cup cycle?,Mano Menezes
484,Brazil,Which Brazilian centre-back duo started together at the 2022 World Cup?,Marquinhos and Thiago Silva
484,Brazil,Which Brazilian centre-back pairing started together at the 2022 World Cup?,Marquinhos and Thiago Silva
485,Brazil,In which World Cup year did Brazil's Richarlison score a bicycle kick against Serbia?,2022
485,Brazil,In which World Cup year did Brazil's Richarlison score a Puskas-nominated bicycle kick?,2022
486,Brazil,Where did Brazil's squad prepare for the 2022 World Cup qualifiers?,"Granja Comary, Teresópolis"
486,Brazil,Where did Brazil's squad train for the 2022 World Cup qualifiers?,"Granja Comary, Teresópolis"
487,Brazil,Which Brazilian player was called up to the 2022 World Cup squad at age 39?,Dani Alves
487,Brazil,Which veteran Brazilian player was called up for the 2022 World Cup squad at age 39?,Dani Alves
488,Brazil,In which World Cup did Brazil's David Luiz score a free kick against Colombia?,2014 World Cup
488,Brazil,In which World Cup did Brazilian defender David Luiz score a free kick against Colombia?,2014 World Cup
489,Brazil,"Which Brazilian 2014 World Cup stadium had a capacity near 58,000?",Mineirão
489,Brazil,"Which Brazilian 2014 World Cup stadium has a capacity near 58,000?",Mineirão
490,Brazil,Which Brazilian midfielder was key in the 2019 Copa América triumph?,Casemiro
490,Brazil,Which Brazilian midfielder was key in their 2019 Copa América triumph?,Casemiro
491,Brazil,Which Brazilian player scored the decisive penalty against Germany in the 2016 Olympic final?,Neymar
491,Brazil,Which Brazilian player scored the decisive penalty in the 2016 Olympic final?,Neymar
492,Brazil,Which nation eliminated Brazil in the 2010 FIFA World Cup quarter-finals?,Netherlands
492,Brazil,Which team eliminated Brazil in the 2010 FIFA World Cup quarter-finals?,Netherlands
493,Brazil,Which manager guided Brazil to first place in 2018 World Cup qualifying?,Tite
493,Brazil,Which manager led Brazil to first place in 2018 World Cup qualifying?,Tite
494,Brazil,"Brazil's Arena Corinthians, built for the 2014 World Cup, has what approximate capacity?","49,205"
494,Brazil,"What is the approximate capacity of Brazil's Arena Corinthians, built for the 2014 World Cup?","49,205"
495,Brazil,Which Brazilian player had 44 career titles by the 2022 World Cup?,Dani Alves
495,Brazil,Which Brazilian player had 44 total titles by the 2022 World Cup?,Dani Alves
496,Brazil,Which Brazilian player surpassed Pelé's 77 goals in September 2023?,Neymar
496,Brazil,Which Brazilian player surpassed Pelé's record of 77 goals in September 2023?,Neymar
497,Brazil,How many points did Brazil earn to top Group E at the 2018 World Cup?,7 points
497,Brazil,How many points did Brazil earn topping Group E at the 2018 World Cup?,7 points
498,Brazil,In which year did Brazil first appoint a non-Brazilian long-term manager?,2025
498,Brazil,In which year did Brazil first appoint a non-Brazilian manager?,2025
499,Brazil,Which Brazil star was injured before their 2019 Copa América win?,Neymar
499,Brazil,Which Brazilian star was injured before their 2019 Copa América win?,Neymar
500,Brazil,Which stadium hosted Brazil's 2021 Copa América final loss to Argentina?,Maracanã
500,Brazil,Which stadium hosted Brazil's 2021 Copa América final loss?,Maracanã
501,Brazil,When did Brazil's Neymar surpass Pelé's men's scoring record?,Sep-23
501,Brazil,When did Brazilian Neymar surpass Pelé's men's scoring record?,Sep-23
502,Brazil,Which Brazilian player missed the decisive penalty against Croatia in 2022?,Marquinhos
502,Brazil,Which Brazilian player missed the decisive penalty vs Croatia in 2022?,Marquinhos
503,Brazil,Which Brazil player missed the decisive penalty against Croatia in the 2022 World Cup?,Marquinhos
503,Brazil,Which Brazilian player missed the decisive penalty against Croatia in the 2022 World Cup quarter-final?,Marquinhos
504,Brazil,Who became Brazil's first non-Brazilian long-term manager in May 2025?,Carlo Ancelotti
504,Brazil,Who became Brazil's first non-Brazilian manager in May 2025?,Carlo Ancelotti
505,Brazil,Which Brazilian player dribbled past the goalkeeper to score in extra time against Croatia at the 2022 World Cup?,Neymar
505,Brazil,Which Brazilian player dribbled past the goalkeeper to score in extra time of the 2022 World Cup quarter-final against Croatia?,Neymar
506,Brazil,Which Brazilian player scored an own goal against Belgium at the 2018 World Cup?,Fernandinho
506,Brazil,Which Brazilian player scored an own goal against Belgium in the 2018 World Cup quarter-final?,Fernandinho
507,Brazil,In which year did Brazil's Dani Alves win the Copa América Best Player award?,2019
507,Brazil,In which year did Brazilian Dani Alves win the Copa América Best Player award?,2019
508,Brazil,Which Italian manager was appointed Brazil's first non-Brazilian manager in May 2025?,Carlo Ancelotti
508,Brazil,Which non-Brazilian was appointed Brazil's manager in May 2025?,Carlo Ancelotti
509,Brazil,Which Brazilian attacker was in the 2018 World Cup squad?,Roberto Firmino
509,Brazil,Which Brazilian player was in the 2018 World Cup squad?,Roberto Firmino
510,Brazil,Which Brazilian defensive midfielder started at both the 2018 and 2022 World Cups?,Casemiro
510,Brazil,Which Brazilian defensive midfielder was key at both the 2018 and 2022 World Cups?,Casemiro
511,Brazil,Which Brazilian midfielder played in both the 2018 and 2022 World Cups?,Casemiro
511,Brazil,Which Brazilian midfielder played key roles in both the 2018 and 2022 FIFA World Cups?,Casemiro
512,Brazil,Which Brazil players won the Best Player and Best Goalkeeper awards at the 2019 Copa América?,Dani Alves and Alisson
512,Brazil,Which Brazilian players won Best Player and Best Goalkeeper at the 2019 Copa América?,Dani Alves and Alisson
513,Brazil,Which Brazilian manager led the 2018 World Cup qualifying campaign to 41 points?,Tite
513,Brazil,Which Brazilian manager led the team to 41 points in 2018 World Cup qualifying?,Tite
514,Brazil,Which two Brazilian players scored in the 2018 World Cup round of 16 win over Mexico?,Neymar and Roberto Firmino
514,Brazil,Which two Brazilians scored in the 2018 World Cup round of 16 win over Mexico?,Neymar and Roberto Firmino
515,Brazil,Which Brazil player was top scorer at the 2019 Copa América?,Everton (Cebolinha)
515,Brazil,Which Brazilian player was the top scorer at the 2019 Copa América?,Everton (Cebolinha)
516,Brazil,"At the 2019 Copa América, Brazil beat Argentina 2-0 at which stadium?",Mineirão
516,Brazil,Brazil beat Argentina 2-0 in the 2019 Copa América semi-final at which stadium?,Mineirão
517,Brazil,Which Brazil manager oversaw their 22nd-place FIFA ranking in 2012?,Mano Menezes
517,Brazil,Which Brazil manager oversaw their lowest FIFA ranking in 2012?,Mano Menezes
518,Brazil,Which nation did Brazil beat in the 2013 FIFA Confederations Cup final?,Spain
518,Brazil,Which nation did Brazil defeat in the 2013 FIFA Confederations Cup final?,Spain
519,Brazil,In which World Cup did Brazil's Neymar score a solo extra-time goal vs Croatia?,2022 World Cup
519,Brazil,In which World Cup quarter-final did Brazil's Neymar score a solo extra-time goal?,2022 World Cup
520,Brazil,Which Brazilian player was called up to the senior squad in 2024?,Endrick
520,Brazil,Which Brazilian teenager was called up to the senior squad in 2024?,Endrick
521,Cabo Verde,When did Cabo Verde first qualify for the FIFA World Cup?,2026
521,Cabo Verde,When did Cabo Verde qualify for its first FIFA World Cup?,2026
521,Cabo Verde,When did Cabo Verde qualify for their first FIFA World Cup?,2026
522,Cabo Verde,Which nation did Cabo Verde defeat in the 2013 AFCON group stage?,Angola
522,Cabo Verde,Which team did Cabo Verde beat in the 2013 AFCON group stage?,Angola
522,Cabo Verde,Which team did Cabo Verde defeat in the 2013 AFCON group stage?,Angola
523,Cabo Verde,Which Cabo Verde manager achieved their first AFCON qualification in 2013?,Lucio Antunes
523,Cabo Verde,Which Cabo Verde manager secured their first AFCON qualification in 2013?,Lucio Antunes
524,Cabo Verde,Which Cabo Verde winger has played in both Turkish and Saudi leagues?,Garry Rodrigues
524,Cabo Verde,Which Cabo Verde winger played in both the Turkish and Saudi leagues?,Garry Rodrigues
525,Cabo Verde,When will Cabo Verde's Portuguese-league-heavy squad make its World Cup debut?,2026
525,Cabo Verde,When will Cabo Verde's small-population squad make its World Cup debut?,2026
526,Cabo Verde,Which 2013 Cabo Verde manager had a typical Portuguese football background?,Lucio Antunes
526,Cabo Verde,Which Cabo Verde manager had a Portuguese football background in 2013?,Lucio Antunes
527,Cabo Verde,In which World Cup did Cabo Verde make their first appearance?,2026 FIFA World Cup
527,Cabo Verde,In which World Cup did Cabo Verde make their first qualification?,2026 FIFA World Cup
528,Cabo Verde,Who coached Cabo Verde during their first AFCON qualification in 2013?,Lucio Antunes
528,Cabo Verde,Who coached Cabo Verde for their first AFCON qualification in 2013?,Lucio Antunes
528,Cabo Verde,Who coached Cabo Verde to their first AFCON qualification in 2013?,Lucio Antunes
528,Cabo Verde,Who managed Cabo Verde during their first AFCON qualification in 2013?,Lucio Antunes
528,Cabo Verde,Who managed Cabo Verde for their first AFCON qualification in 2013?,Lucio Antunes
528,Cabo Verde,Who managed Cabo Verde to their first AFCON qualification in 2013?,Lucio Antunes
529,Cabo Verde,Which manager led Cabo Verde's 2026 World Cup qualification start?,Bubista
529,Cabo Verde,Which manager oversaw Cabo Verde's 2026 World Cup qualification start?,Bubista
530,Cabo Verde,In what year did Cabo Verde first qualify for the AFCON?,2013
530,Cabo Verde,In which year did Cabo Verde first qualify for the AFCON?,2013
531,Cabo Verde,In which AFCON did Cabo Verde reach the group stage?,2015 AFCON
531,Cabo Verde,Which AFCON edition did the Cabo Verde team reach the group stage in?,2015 AFCON
531,Cabo Verde,At which AFCON did Cabo Verde reach the group stage?,2015 AFCON
532,Cabo Verde,Which Cabo Verde midfielder at the 2023 AFCON had MLS experience?,Jamiro Monteiro
532,Cabo Verde,Which Cabo Verde player at the 2023 AFCON had MLS experience?,Jamiro Monteiro
533,Cabo Verde,Which Cabo Verde manager led them at the 2023 AFCON and early 2026 World Cup qualifiers?,Bubista
533,Cabo Verde,Which manager led Cabo Verde during the 2023 AFCON and early 2026 World Cup qualifiers?,Bubista
534,Cabo Verde,"For their 2026 World Cup debut, many Cabo Verde players were born where?",Portugal
534,Cabo Verde,"For their first World Cup in 2026, where were many Cabo Verde players born?",Portugal
535,Cabo Verde,When did Cabo Verde beat Angola in an AFCON group stage?,2013
535,Cabo Verde,When did Cabo Verde beat Angola in the AFCON group stage?,2013
536,Cabo Verde,Which Cabo Verde midfielder had MLS experience before the 2026 qualifiers?,Jamiro Monteiro
536,Cabo Verde,Which Cabo Verde player had MLS experience before the 2026 qualifiers?,Jamiro Monteiro
537,Cabo Verde,"In 2014, Cabo Verde's highest-ever FIFA ranking was what position?",27th
537,Cabo Verde,"In 2014, what was Cabo Verde's highest-ever FIFA World Ranking?",27th
538,Cabo Verde,When did Cabo Verde make its landmark AFCON debut?,2013
538,Cabo Verde,When did Cabo Verde make their landmark AFCON debut?,2013
538,Cabo Verde,When did Cabo Verde make their surprising AFCON debut?,2013
539,Cabo Verde,In which year did Cabo Verde make their AFCON finals debut?,2013
539,Cabo Verde,In which year did Cabo Verde make their surprising AFCON debut?,2013
540,Cabo Verde,When did Cabo Verde first reach the AFCON quarter-finals?,2013
540,Cabo Verde,When did Cabo Verde reach their first AFCON quarter-finals?,2013
541,Cabo Verde,Which manager led Cabo Verde at the 2023 Africa Cup of Nations?,Bubista
541,Cabo Verde,Which manager led Cabo Verde during the 2023 Africa Cup of Nations?,Bubista
542,Cabo Verde,At which FIFA World Cup did Cabo Verde make their debut?,The 2026 World Cup
542,Cabo Verde,In which FIFA World Cup did Cabo Verde make their debut?,The 2026 World Cup
543,Cabo Verde,Which Cabo Verde goalkeeper started at the 2022 FIFA World Cup qualifiers?,Vozinha
543,Cabo Verde,Which Cabo Verde goalkeeper started in the 2022 FIFA World Cup qualifiers?,Vozinha
544,Cabo Verde,In which year did Cabo Verde first reach the AFCON quarter-finals?,2013
544,Cabo Verde,In which year did Cabo Verde reach their first AFCON quarter-finals?,2013
545,Cabo Verde,Which Cabo Verde achievement in 2013 began their football growth?,First AFCON qualification
545,Cabo Verde,Which Cabo Verde achievement in 2013 sparked their football growth?,First AFCON qualification
545,Cabo Verde,Which Cabo Verde event in 2013 sparked their football growth?,First AFCON qualification
546,Cabo Verde,Which Cabo Verde manager in 2026 WC qualifying had a Portuguese football background?,Bubista
546,Cabo Verde,Which Cabo Verde manager in 2026 World Cup qualifying had a Portuguese football background?,Bubista
547,Cabo Verde,Why does Cabo Verde's 2026 World Cup squad feature so many players born in Portugal?,Large diaspora in Portugal
547,Cabo Verde,Why does Cabo Verde's 2026 World Cup squad include many players born in Portugal?,Large diaspora in Portugal
548,Cabo Verde,Cabo Verde qualified for its first FIFA World Cup in which year?,2026
548,Cabo Verde,Cabo Verde qualified for its first World Cup in which tournament year?,2026
549,Cabo Verde,Which FIFA World Cup did Cabo Verde first qualify for?,The 2026 World Cup
549,Cabo Verde,Which World Cup finals did Cabo Verde qualify for first?,The 2026 World Cup
550,Cameroon,Which Cameroon player retired in 2014 as their all-time leading scorer?,Samuel Eto'o
